text,number_sentiment
"gonna get off to try and catch some Z`s, no more high school after tomorrow! which really sucks  i wish i didn`t have to grow up!",2
" Oh dear, what a rotten life you lead, NOT!",2
   People are cruel sometimes.  I can`t imagine being a Star.,2
net .. net .. net ..  hmm. bad weather .. weird summer!,2
 Ahhh...can`t do this one....will be in las Vegas that weekend  #noctweetup,2
 your knowledge of X-men is starting to scare me,2
Is on break...I`m so tired,2
I think Ive buggered up my mobile  ack. I am a stubborn **** and refuse to get a new one.,2
"Husband Went off to bed, now off to missing him again until he is off again Tuesday",2
"please do not let me get obsessed, whatever or whoever is in charge of my actions  you`ve been doing such a bad job lately",2
 not a lot!! im bored! My names Crissy BTW lol How u doinnnn???,2
"So much work, so little time",2
"It`s Friday and sun is shining and its quite warm already, Just walked the dog, He is so freaky  hyper",2
My cucumber has gone limp,2
_Obsession lol but its only gonna be 80  the water will prob be cold as heck...,2
"I had a horrible dream  it had to do with a scary face, now im awake for the rest of the night. God dammit :\",2
Wtf why am i JUST getting up now? HM:TM today  but before that... revision revision revision :/,2
KICKIN BAK......NEED 2 DO MY HW.....I MISS U BABE  LOLZ,2
_y_Tony and didn`t bring me any????  You suck,2
http://www.bodybuilding.com/fun/richardchan.htm OMFG this dude looks well `ard! He puts me to shame...,2
Sunburnt  Gutted! Hope it`s faded by tmw!,2
"I dont like seeing my best friend cry, it breaks my heart and I dont know what to do or say",2
I wanna go see the cab really bad.,2
Decided not to go...I want to see my sweetie  But I can`t.,2
Allergies suck ducks nuts.     <=====8=====>,2
  missing jmichelle... told you treat me like a step child! smh,2
Frank from UPS` last day today...  sad to see him go   best delivery guy EVER!  Hope the new guy is NOT a fucktard...,2
Have a HUGE headache... don`t have asprin here at work.,2
 dammm..i thought i was on to something  lollllll,2
 **** your in trouble now  why don`t you try with one of those companys that buys your house for you,2
 oh that sucks  Tell your DH to act like a grown up maybe? I`d be stressed too,2
When it rains it pours. Life sucks,2
says karma strikes more than twice!  http://plurk.com/p/rqk2z,2
"I`m up. getting ready for skill. can`t wait to fail my bio final yay! ugh, honor classes suckkkk.  ):",2
I really need to invest in an elliptical machine... Running with shin splints sucks!!,2
So sleepy again and it`s not even that late. I fail once again.,2
I Want To Go See Up. But I Don`t Want To Go With My Mom And Brother.,2
you ever come across something that reminds you alot of the one person that completely broke your heart? cause i just did,2
 gah! no money..... at least not for bakugan,2
"Sitting in Mrs. Martins class, youtube is being stupid. and i REALLY want a popsicle!!! jealous of Sara",2
 how was your day ? boredom stuck my head,2
 go and see my puppy! I don`t want to be there alone,2
 DArLiNE!!* miss you,2
i feel like dyeing right now...,2
still sick  @ Home http://loopt.us/iArPRg.t,2
 I haven`t had a good homemade flour tortilla in ages.,2
Nugget bit Jack. I told him not to poke the poor hamster!,2
"planning! and trying to call the doctor, though that isn`t going so well. So mostly, planning",2
ItS fRiDaY... I cAn`T wAiT tO bE dOnE wItH wOrK!!! Stuck here till 11,2
its sad that the rats are becoming aggressive against the guinea pigs. I have to seperate them.,2
"Last one month due to summer, strawberry is not availble in the Chennai markets!",2
Just remembered I still have a summer project to do.  IT NEVER ENDS!!!!!,2
 I didn`t read the details so that may be it. Sara Jayne is a kid`s show so it can`t be that exciting.,2
it`s Friday here in Chicago...and I`m stuck @ home AGH I`M BORED!!! grr!,2
Mikey I`m bored,2
Our Quinn puppy got a sick.,2
is soooo hungry right now! Why is it not lunch time!,2
"My back is all kinds of messed up, and Strudel is going to live in another town until we move, I`m going to miss the little runt",2
cutting hair allll day  wish i was outside,2
 are you guys dead again?  I can`t load it up,2
my nail broke  I haaaaaaaaate,2
Why am i even trying to go to sleep. Its 28c in here. I miss the cold winter nights,2
Where is my bestie when i need him ,2
 NOOOOO I hate traffic,2
Haavent read the paper yet about the magic loss nor did i get to watch the game last night.... But i do know that we lost,2
" yeah it made a great noise, and tripped the house circuit breaker. Good Times. $200 worth of parts too",2
" haha.. yes, i`m jealous! i don`t have money to do all that!",2
  Wow that is a scary statistic,2
"do not go to moes mexican grill, it is TOO spicy!",2
.... So I always get left out,2
I am so tired!,2
Off to the gym by myself!  no fun!,2
Bus stuck in traffic; gonna be late,2
"Ahhh, 7 am meetings  thanks Reimer!",2
 LIKE DREW SAID 'GIVE TC A CHANCE' WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,2
"Still unbelievably shocked about the firing of THE best radio personality, Martin Streek",2
I wish I could be AT work as opposed to being wit the kids cuz it`s the hardest job eva,2
"Wow, kinda bothered that Jon is doing deposits now.  Apparently he keeps getting **** out of times, but deposits are SO hard for me",2
" im sick  if i wasnt, id be at the show with ya!",2
 not but I went to his page and it made me hungry,2
" oh dear.  that is terrible. however, moleskine notebooks rule. a lot.",2
charbotgreen has been suspended  'unusual activity??',2
OMG - the M&Ms in my pantry are calling my name. I`ve been ignoring them all day. It is driving me completely insane. Too many calories,2
sorry guys i didn`t sign in for a while  sorry every1,2
Is anyone there?  Please say hello - I`m feeling lonely,2
****... It`s 2am and I`m wide awake,2
"Last day working for the Uni today, sad times",2
 thank for ur gnite and... *thank* for ur photo of sims 3... heart broken here,2
im going to miss khyy so much,2
to start **** or leave **** alone...tough decision,2
I`m feeling so frustrated...I just can`t get things to work!!,2
saddest celeb story of the week  http://bit.ly/h09Ph,2
Im so down! The AC in my house just broke,2
 awww too bad I won`t be there - I`d entertain the thought of entering,2
"hey Tweeties, my auntie jus got n a bad car accident...pls keep her yall prayers  ...thanx",2
Thinks he may have broken his nose at the show,2
should be going to bed but cannot sleep right now.,2
so bored. nothing to do,2
Burnt the **** out of my hand today.,2
MY PUFFFFY IS LEAVINGGGGGGG  NOOOOOOOOO,2
Why are CDs in HMV so overpriced? Ã¯Â¿Â½12.99 for ? I hate having no money,2
watching missy elliot video collection so sad I was told that I looked like her all through high school,2
 just answered you- never learned how to write in French- just basic stuff-,2
I miss you guys,2
"http://twitpic.com/61ov1 -   i ahte stress, its supposed to be friday! it makes me wanna cry",2
im really sleepy and i want to go to bed...but its upstairs and its a mess and i know im gonna have to clean it  nooooo,2
This sars has really got me down.,2
" it is very unlucky  the day wasn`t the same without you! i hope to see you on wednesday though, right? x",2
leaving now  dont miss me too much tweetbeaks <3,2
Gained 3lbs wish I could afford something other than top ramen... If only I had a job...,2
  sorry to hear that. Is is a 365?,2
" hey kellie,how are u?I FEEL HORRIBLE!",2
 Aaaaw no!  Are the windows open and that?,2
"Dayum, tweets r coming fast, so likely missing a lot.    Plz DM, k?  Oh, is _stewart 4 real?",2
" *waving* you wanna come get Diablo, he barked so much til he made himself sick",2
 hey! chutti was very tiring.. and have to travel again tomo  how was your Friday?,2
"Last Heroes ep until Sept  Sick & drugged for past 3 days. Dr says lacking in everything, esp -get this- SUNSHINE.",2
I am sooo tired,2
"**** it...Margie said she couldn`t share the info on who killed Evil Eddy with me   She wanted my info again, gave it to her",2
"  so sorry, I just found the members preview has been sold out for awhile. It opens at Noon to the general public",2
Sob! I can`t believe I`m ending my work week at the chapter about what Augusten Burrough`s father did to Ernie the guinea pig!,2
 for lack of having to go do my own hunt (lol) can you refresh my memory on which one is clue #2?,2
": What, you`re not really an alcoholic? I AM V. DISAPPOINTED! D: Seriously, though, I got that you were kidding.",2
 nooooooo!! not the receipt!!  don`t break my heart,2
So my life has come down to nothing more then making choices ill only regret later,2
I dont like this random gloomy weather,2
I want to see Drag Me to Hell. But I get the feeling none of my friends will go w/ me,2
"Home early, yeh! work to do over the weekend, $%$#@!!!! not happy!!! so much 4 a big1",2
Month end... still stuck in my office waiting for the stragglers to get there s#!t together.,2
" i can`t listen to music at work  I probably could try, but then i`ll have to start hunting for a new job on monday",2
 ahhh...Lily`s new kitten just took a giant wet stinky **** on me,2
goodbyeeee Arizona. See you in 3 weeks.,2
 oh **** that sucks,2
 I don`t like the term 'partner' when it comes to relationships. It`s too business like so that`s my ugly word of the day,2
 oh @ work? poor boy,2
Great find   http://amanita-design.net/samorost-1/,2
*sigh* I`m going to bed... I just don`t feel right anymore...,2
"has got my xbox back  , i have a really sore knee cant walk",2
 sorry we didn`t get a chance to chat at #screengrab09. Caught glimpse of you across room but was dragged home prematurely,2
 I sound really Brummie lol but most of all I just hate looking at myself!,2
alicias tonight? idkkkk. ughhh,2
- me and my mom`s cars were broken into.  I feel violated.,2
Received our first bit of spam from Twitter - not sure how to feel that the 'sanctity' of our conversation has been tainted.,2
"well movie night spoilt by fracked up disk-happiness gone, so time for sleep",2
 my heart just broke a little ... and by a little i mean a lot,2
 I`m not comfortable with this announcement.,2
Jane is really sad because she probably won`t get perfect on tonight`s quiz without the missing article. Should`ve asked someone for it.,2
 omg you`ve never seen `the Ring` its a creppy **** movie,2
"iPhone today! I want to see The Morning Of in Virginia Beach, but I don`t think I can get there",2
Doesnt feel good!  but I cant miss work tomorrow!,2
having bad day,2
Im sure the 5 ppl who came in after me will be seen by a dentist before I will,2
" I bet you received lots of hit from that tweet; at work i cannot, wish i could",2
 Aww that sucks,2
More sunburn,2
Craving munchkins so bad.,2
my twitter looks funny  someone help!,2
but now my feet really hurt...,2
 Gross! haha it was like the tiniest piece ever but i can taste it like i ate the whole onion eww,2
Anyone want to stop by Carl`s Jr and bring me a chicken club?  Can barely walk...,2
 I can`t get it to load for me.,2
"I feel like ive done the London marathon, I ach all over",2
Cars been dropped off for service and mot  getting the train home! Hate public transport!!,2
umm...why will it not let me change my background?! im twitter-challenged.,2
feels guility . sorry `bout that  http://plurk.com/p/wyqow,2
 I get to go to coffee now  It`s no fun. I hate it too!,2
Got really sick today  text me later. Nap time,2
just went to the dentist my mouth hurts and I can`t eat until 8,2
Was supposeddd to hang out with al but her mommy wont let her  now what to dooo? Blah. Hahaha,2
 nope im nott! i was planning on doing but my aunties come over from america and we`re havin this big family meal so i cant  ****,2
My baby has his first busted lip.,2
fucken tired as ****  it`s sunny.. good day? deffff,2
"Think it may be time for a  lemsip soon, having a cold really sucks",2
Margaritas with my Momo. I`ve missed her.,2
 cant believe tila tequila was in ct and i didnt know... so upset,2
Ow. Sunburn hurts!,2
 Awe - didn`t know cats got skin cancer,2
Carol Vorderman cancelled her interivew with me... so now I have no proof against all you non-believers!,2
Are you going to hate being around my baby?,2
my stomach is bleh!,2
" indeed, we live a life on the edge of things, and one foot foul of the law!!",2
 my poor baby I think it`s allergies! Can I do amything about it bc he`s been that way sence monday,2
"How can it be so freaking difficult to get a system-wide spellchecker? ****, I`d settle for an office suite one. Stupid unhelpful Windows",2
_Ferman that`s so weak!!  facebook fail,2
TGIF Resto here at home is dayuummm expensive!,2
" 140 characters, I find, is rarely enough to elaborate much upon anything.",2
i think that studying has really started taking its toll..,2
Crisis: forgot my fringe comb  I`m with men....no one will help me,2
"Killed a pigeon today  Thought it was going to move out the way of the car.. next thing I know, BANG feathers in the rear view mirror RIP",2
"_brown Damnit, I accidentally put  instead of  in my #FollowFriday",2
Feels all kinds of not so well right now,2
Just looked at the date...today the one year anniversary of my Grandmother...miss her mane   um sad,2
This heartburn may be the death of me.,2
Is still stuck in the office working!,2
"Had to fix bike chain on the way to work...arrived a filthy, bloody mess   lovely weather though!",2
"Heyy, Im Not feeling so good cuz of wat happened yesterday in the car accdentt.",2
" if you want conversation, use email/mailing lists. I`m not convinced `140 chars and less` replies are conversation",2
"  I wasn`t tryin to call you out, I just remember my dad ALWAYS had my **** late. He never got in trouble, I did.",2
#bgt It`s a shame that the Dreambears won`t get through,2
So glad the days almost over... Another nite of me nd my pain pills alone at the crib lol. Ughh I wish this weekend was over alreadi!,2
Geography papers are so boring!  I hate revision!,2
 sigh..... exams aint no wer neaaarr finished!! i have 3 next week...  bin stressd... and i aint guna b bak till end june!,2
76 long and painful miles today.  knees ache.  approaching 50 years is rough. not accepting it well.  3 glasses of draft helped.,2
Problem with my must do list is: once I write it I usually forget where I`ve placed it...1st thing on my to do list--find my to do list,2
I saw nomes on twitter  but I`m still not waking up,2
Packing  I don`t like it..,2
Im sad right now becuz of my lady,2
I SO should`ve gone right now!!! *wish I could alter time!!  *,2
gosh! i`m freakin` bored! talk to me!,2
 I never was good at platform games...,2
Still awake can`t fall asleep I`m not one bit sleepy,2
"if you`re as lovesick as I am, give me a call, we should go bowling and complain about love",2
this weekends abouttttto SUCK,2
" yeah, it`s tragic  i need a haircut",2
just found out that my husband`s grandma fell down the stairs & is at the hospital with several broken bones...praying hard!,2
soo tired.. still kinda angry that i missed the concert,2
"Sadly, the time has come to put my mom in a home",2
Having a bad day/week,2
" my mac`s hard drive crashed then i brought it to powermac, they couldn`t recover the files  no back up (",2
borred what everyone doingn check out links on my profile,2
 He doesn`t need the shirt for that Jane...we just had to suffer another two old eps tonight,2
Ugh feeling sick to my stomach and I have five more hours of work to go,2
" dont worry, i will. i HATE it when nobody comments on my pics",2
Flight to hurghada delayed 7 hours,2
http://twitpic.com/67twh - This has never happened before =/ orange blinky lights. I think I`ve broke my battery again,2
im ill hate it. seeing the doc at 5 too 10.,2
At home sick.. On a friday...studying is all im doing at this point.. My weekend is so ruined,2
sighs. where`s my candy,2
Sadly I am bprohibiting myself from tweeting tonight. Sorry,2
My husband thinks my Twittering makes me a creeper... whatever.,2
" Yeah, the economy sucks SO BAD.  Yeah, I know what a cafeteria is. I`m unemployed at the moment and I hate it!",2
It is so annoying when she starts typing on her computer in the middle of the night!,2
Sad face moment of the day,2
 unfortunately I am stuck at work so I can`t get said prize,2
today was such a horrible dayy,2
Hmph. This is nowhere near as effective as it was a few mins ago. I wonder if it was a coincidence. FOLLOWERS: please report ur findings,2
i am very very tired,2
"I`m so unhappy being here. I hate it. It`s affecting everything. My relationships with people, my personality, my attitude...",2
 You poor thing  Hang in there. -****- luf joe,2
 It just sucks that I`m stuck in an office  but I have you at Selfridges to look forward too.,2
Not babysitting tonight. I miss that kid.,2
 RogÃ¯Â¿Â½rio Minotouro will fight now!,2
"Much to my surprise, I was using my credit card before the crack dawn to do some serious online gambling. One problem: it wasn`t me.",2
 Depends on what they want for it....I`ve become poor again,2
Has a headache,2
" That`s not good, sorry to hear that, where did he park it?",2
"6:29 pm - ok, let`s go now through #bowman #strategicClock but first.. a break :-0 aargh.. tired",2
" Miley, I tried voting for you, and it wont let me vote for some reason  Ill try back a little later! <3",2
 that really sucks I feel bad for you at least I woke up at eight.,2
Ugggh school is so boring! I cant wait for this year to be over. So stressed -.= i shoulda stayed home today....,2
"this laptop is going to die, its not working!",2
My record player has decided to die. Why on Friday night? Sad E  http://twitpic.com/667a4,2
I feel lazy watching other people work on my roof!  Kat Woman OUT,2
Never has a chance of sleeping before midnight  my mind is so tired......,2
"Ghhh! Went an hour earlier to bed thinking ill get an area hr of sleep, woke up an hr earlier. Today is gonna be a looooong one again.",2
: I will press that ignore button,2
sad   Miss my friends !,2
"4 very big ???zongzi) for lunch, ate more, but not work more.Work less but eat more, what  can I do w/h it? Too useless become.",2
http://twitpic.com/66xlm -  hate when my PARKED car gets hit,2
" Yeah, plus it`s just a little too far to walk to Pinocchio`s for sushi",2
 sadly my corporate giant employer won`t let me get to that site...,2
 You never write back babe.... my feelings are hurt,2
 it wasn`t that good tonight  I know DCD though .... I won`t say what happened!,2
 She! Maybe that was our first mistake.  Not everyone is as cool as   (brown nose moment),2
 dude you didn`t even say bye,2
 **** girl I`m so down but ya gotta let me know so I can get my kit together & I got a flyer  Any next weekend? I'M DOWN!,2
 Why I aint on ur #FF list? im hurt,2
 Yucky!  Time to bring out the vaccuum and go to War. Our house is always a spider haven for some reason. Not cool.,2
 Oh I see who u mean now-tht heltershelter person lol. yer looks scary,2
 But I can still putt 30 yards longer than you can hit your driver,2
Can today go any slower? Time is just dragging by.,2
I dont think my twitpic is working,2
If I 'unfollowed' you - its NOT on purpose. Something fishy is going on with my Tweet Deck !! Let me know if I 'unfollowed' you.,2
"flu or allergy??? ... Doesn`t matter, just try to squeeze my Sundayyyy",2
 are you feeling better? sorry you`re feeling under!,2
Trader Joe`s 'sushi' is a fail.,2
A long and stressful day coming up tomorrow. Have to write responses to EOI; doing a colleagues job,2
 I know what you mean  rain sucks...,2
 I`m absolutely jealous as hell of Brenda,2
"I am tired tired tired, I think Im getting sick.",2
I fought Jered to the death to avoid a wet willy.. but he got me anyway.  Q is coming over.. bike ride?,2
  gutted i miss that! the one night i try 2 leave early  lol! friends visitin were tired haha!,2
thinking of you   why we canÃ¯Â¿Â½t control our thoughts?,2
 haha calm down. Youll get ur shades. I`m still sick tho. So I`ll prolly knockout after,2
someone has hacked into my emails!! **** off!!,2
First time I`m going home early  sucks to b single no one to call,2
  i`m sorry to hear that,2
on my way to school of my last friday of high school ever!  and i don`t even get to see holly Gabbie and hannah,2
Can I get some gd news for gods sake,2
 i honestly hope the theatre gets hit by a meteor before you get there,2
 I`ve missed one this year(!). It`s the forbidden fruit. Of all the trees in the garden I munch in disappointment on that one.,2
Swollen face.....again,2
"  I think it`s because I`m always offtopic and sometimes inappropriate (germination and 'fruit picking' jokes, etc)",2
I don`t know how to quit you-brokeback mountain,2
Actually I`m really missing Fabian  Which is pretty sad since i talked to him like... 2 hours ago! Gosh time flies when you miss someone.,2
gonna do laundry....never did laundry @ a hotel before.....I miss you R.....even though you ignore me and don even check on me....,2
 oh em i`m sorry  i wuv you to pieces,2
i cannot sleep due to watching UKTV food. its keeps my cravings at bay. i think my bodies guna ache tomro,2
@ cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher`s life in the summer SUCKS,2
Can`t believe preseason doesn`t start until August  football with drawls..,2
  I`m starting to feel depressed with this hurricane talk... I`m on the front lines down here!,2
On the way to Malaysia...no internet access to Twit,2
" Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up  hehe",2
" I`m sorry, but x-men sucks... in a bad way!  ;p",2
eating breakfast  getting ready to go to school ;(,2
OMG  I BROKE DOWN AND HAD PIZZA BECAUSE I WAS STRESSED OUT     you mad at me?,2
"  ....what did she EVER do to piss them off?    I thought you just meant casting-related ****, not more of that ****.",2
" you and the guys should come down here, we are **** freezing out here!",2
another build failed! something is not right in the big scheme of things!,2
" Hey sorry this is late, I leave in 30 min  raincheck...tomorrow?",2
missing mrs mcfox,2
" Gleneagles then champagne receptions....can`t beat it! I`m in alone, my tea was rubbish and Ive been doing housework",2
am hungry agaaaaaaiiiin maaaam,2
Oh what a day it has been! Stress and thinking about the future is making me sad!,2
"_x Haha, You sound like lizzie :L she`s got a sister who is older than her, and she`s like argh :@ all the time",2
 I dunno...I thought I was funny,2
I had the worst dream ever: the Lakers were losing 11 : ZIP  & Courney Cox had a mohawk wtf.,2
  SORRY! I couldn`t help it. `Twas to try and get if on the trending topics.,2
"first year in ages where i`m not going to the crafty raft :O i don`t mind though, i don`t even like the crafty raft",2
 and this is better 4 me than a snickers bar or hersheys w/almonds.... which i use to b addicted to b4. i miss them  LOL,2
I miss my wacom. Especially the mouse. Laptop touch pad is horrible,2
 that sounds like the scariest zombie dream ever.,2
 lady gaga tweeted about not being impressed by her video leaking just so you know,2
Now Im crying....  Poor thing..,2
Bah! Still at work. Lol my feet hurt and my nose won`t stop running!,2
Sooo much work so little time,2
the columbus blue jackes may be movieing to anew city to play at  thats sad news,2
flipping out on my hairloss....gotta go to the doc.,2
Cross Country was today...Hmmphh my feet hurt,2
oh when will #gfail end? been on HTML version all day,2
first day of summer sucks!!!! its overcast and cold...  this isn`t summer!?!?!?!?,2
Oh no! I used my internal sig for an external e-mail  ****. #fb,2
"anyone drive a newish diesel car? any advice on pros cons? not interested in old diesel cars, need recent model experience, eg SUV",2
 Sadly no robot songs in my library.,2
Why can`t I buy the Nokia N97?!? Amazon says 'cannot ship to this address.',2
Huffy is not having a good day night or life. Poor baby,2
On my way to lake geneva and I miss my laura,2
 it`s definitely worth it; art not withstanding  I hate moving; and hate packing even more..,2
"feeling bad for Daisy, she cries in every episode       i watch waaaaay too much tv",2
doesn`t want to go to work....,2
i miss the one who would do anything to spend 5 min with me... the one who used to say just tell me when and where,2
i wish i was in cali wit mari nd lupita seeing vfc  not fair,2
Time to do house chores! Ugh!,2
URL in previous post (to timer job) should be http://bit.ly/a4Fdb. I`d removed space which messed up URL.  ^ES,2
It`s a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...,2
  Been there and never at a good time   Your recourse is small claims or you can get a atty involved. But that is more $,2
"So, I`m at the point now that it has become apparent that having a degree means jack ****.",2
"Not gonna lie, i`m going to miss high school lunches. A lot. ****.",2
sunburnt again,2
 -thanks i hope i do 2  iv been playing dmc4 like 5 times kinda sick of it hehe,2
" I am 28 and I still haven`t been to a club. Lots of bars, though. I don`t think I`m missing much",2
 i cantttt.  my grandparents are here.,2
"Not going to graduation, hubby-to-be not feeling well  so instead, doing more job hunting online!",2
 u no there was no point pointing it out yesterday and ppl had 2 wait til midnight .... they were kinda pissed,2
i think they are working why eyes are drooping  its so weird being under drugs i dont like it ... cant wait for tomorrow though,2
" it`s quite hard cause when you attempt to spread it, the cornbread falls apart...",2
But I have to cause I missed a lot of classes,2
" i gotta say, i`m a little jealous",2
 Hi  Yes wasn`t she absolutely terrible! How on earth does she hear a good tune from her ears? Lol,2
missing loverboy so much,2
Tired and gunna go to bed soon!!! First time I`ve been online today!!  All ready for mother`s day tomorow,2
I plead temporary insanity for agreeing to a metric century cycling event tomorrow.,2
i really miss my satan kitty,2
 _lord Can`t we just all get along?,2
After work....Hillcats game!   .25 cent hot dogs haha,2
this is a horrible day.,2
I hate how MS makes me feel. I can`t control my legs 2nite & am in too much pain - it`s driving me crazy  Anyone else get those moments?!!,2
I wanna buy a million copies. But i aint that rich   just buy some more copies urself hahah,2
"Working on this **** Financial project, Definitely not having any fun this weekend  , I want to spend it wit my BAAABY waaaah",2
 that sucks!!,2
it makes me want to cry when 2 grown men discuss characters on All My Children.,2
Rats the Creative VADO`s are out of stock at walmart.com I`m too late.,2
They just admitted my grandma to the hospital... Shes my only last one  please pray for her,2
 i have to tell you that i accidentally screwed up the layout of the lautner_daily community,2
Willie is pouting because Grandma didn`t put any treats on my food  http://apps.facebook.com/dogbook/profile/view/6877293,2
is frustrated by twitter...my picture will not load.,2
Is feeling a bit lonely,2
no eggs today ... shame was looking forward to a egg and bacon sandwich,2
oh no somebody hacked into my email  i`m scared now. what the ****!!,2
is now going to see his very ill uncle on saturday and spend the night at his house as even more bad news has come up,2
Sometimes I could swear I really am insane.,2
home sweet home? i think no! huaaaa,2
Shame I`ve gotto go to work,2
is feeling her eyes burned-fried after 10 hours attached to the screen uploading new summer clothing for my store www.Chittypulga.com,2
Can`t sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.,2
"Early Monday,great  Rainy Monday,not so great :|",2
" I don`t think any of what i just said it true, i just had a rant about mcfly, i cant belive i did that  i feel ashamed",2
" SAME. its just not happening, and im going out too!. UH-OH.",2
 i do show some discretion occasionally,2
_rc234 haha  yup. but still have a terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,2
 Ouchies. Sorry to hear it  Are you going to get it checked out?,2
"Had to change 'within 50 miles', because within 25 miles were effin` BORING.",2
today has not started out very well,2
I`m really nervous about giving a speech at a wedding tomorrow,2
 i knowwww.. i cant deal. this 9-5 life is not for me,2
 _online That`s the sad thing about it.,2
God **** you Twitter!!!!!!!!!!!!!! Stop eating my undeleted DMs!!!!!!!!!!!!!!!!!!!!!!!!!!,2
I wanted to see the story on ACORN tonight on Glen Beck but I missed it,2
"My cable signal is all messed up!!! I`m missing Ghostwhisperer  In other news I have hurt my toe and have a cold, in like hot weather!!!!",2
Dangit...cuz of this weather the house painting is going to be dragged out till next week.,2
My modem has been offline for a week now... God bless the 3g network. Tim just left... Again!! May schedule has been brutal,2
showed my fluids decreasing slightly. So doesn`t look like she`s letting me out of this bed anytime soon  I have a follow up U/S next week,2
"Hot ****, I`m at **** Disneyland!",2
_tv I hope Shatner didnÃ¯Â¿Â½t address that message to philosophers. WeÃ¯Â¿Â½re doomed if they stopped thinking,2
Bored to tears without my boys! They are at their dad`s for a week,2
 im stuck 2  this when my la love turns in2 road rage lol,2
work suckd.. another closing nite with 30 dollars pockeded..  i need a new job,2
 aw u can`t let me in on the secret!,2
 ohhh that cant be very fun    but hell you manned it up!!   looks like you got some **** done today!!,2
Man i cant belive that you did what you did? Everything does not look as good as it is..,2
"I have the worst stuffy nose EVER. Lauren`s spending the night, and I took too much Sudafed!",2
#Supernatural at 9:30pm on #Ten.. Counting down..,2
I`m starving!! This diet is killing me but I can`t eat after 8pm,2
 no    I kind of miss my first main.   Male Tauren Shaman named Icewater stuck at 61.  Maybe I`ll fetch him one day.,2
"_xox  Oh god, everyone`s dying.  But it`s mainly justin depressing me",2
 Sad  nothing.,2
my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo,2
"In French trois, nobody is sitting next to me. I feel a little lonely...",2
woke up from bad dream.  grrrr,2
 tolddd you there was thunder! ew now it`s all rainy D: i`m scared!,2
 sorry about that anna wintour repeated tweets!! sooo sorry  somethings up... | was wondering abt the quad tweet ;),2
 Ah.  I just found it weird because it`s my screen name  Name of war and all that jazz,2
 I miss you too!!,2
" Ooooh, I`m jealous  I might try and get some for the saturday but I have an exam on the monday that Im gonna fail",2
possibly going out tonight; is there ANYTHING to do in Lancaster? I miss Baltimore,2
heyheyheyheyehyeyyyyyyyyyyyyyyyy noo tokio hotel tshirts im friad omg shame,2
"is really, really bored... I guess I will go to bed",2
ughhh seriously hung over,2
You said you effed up your nose!,2
Sometimes knowledge is not a good thing.    http://digg.com/d1sPp7,2
Having one of my bad days....Migraine today. My 1st since my neck surgery about 2 1/2 months,2
" I`m still at Disney (just trained at Soarin), Rose is the same, we applied for an apartment last night, and Eric lost his job",2
Feet hurt...finally in bed...will not forget this crunch when it`s over...very very productive day today though,2
Greg Pritchard was robbed  ii am too gutted for words,2
 Socksy`s just plucky and independent to Caspar`s lazy and attention seeking,2
Why did sound input for my computer stop working?  It`s not the mic or jack (USB webcam mic doesn`t work either) Checked input controls.,2
Beautiful sunshine when I woke up  but litterally 2 minutes later it starts to rain! I must be cursed.,2
  I know.  Sorry.,2
" Yeah, that was my thumb last night. Sorry",2
is feeling rather lonely and broke...oh wait...I am lonely and broke.,2
tired as ****. it`s pissing down with rain. i miss summer,2
Men it`s far too sunny,2
I missed  giving away a TTC code,2
Lucy has an upset tummy and sore leg  http://apps.facebook.com/dogbook/profile/view/182397,2
iPhone is doing that 'not opening downloaded apps' thing and I forgot my cord at home,2
new guitar hero metallica guitar is already broken  #fail,2
Blinded again,2
_aloud  and that hindi flick `99` that came out a couple of weeks ago that never made it to the UK,2
I want another shake from Ritas.Badly.,2
Kimberlee Hatch!!!!!!! I miss you,2
 yooo myyyyye bust how I`m sick tooo... Just shoot me.  Long night tonight.,2
is tired on her friendster account.,2
i cant spell,2
 i really am going to miss you,2
 i`m using paint.net x64 and it`s running crazily fast - can`t afford CS4 unfortunately... yet,2
ugh... hangover. sign that i`m getting old,2
"How I wish I get at least 2 days-off in a row. 1 day off is not enough to rest.  3 days on, 1 day off, 4 days on, 1 day off...Ugh!!!",2
Complicated with a dream,2
tripping through tiredness is nottt nice,2
 I shall annoyingly tweet at you tomorrow.,2
That poor goose.,2
Mourning Venus` Third Round Loss....,2
is very upset to see carys and donna go today    miss you both hugely already!!! (Yes ok its only been like 3 hours) haaa..waaaah,2
been in bed for two days with migraines,2
 i know but it will make us all watch the awards on sunday! lol..i want to shower and there is no water!,2
"sometimes i wish i were a man, i could pee were i stand, and scratch my chest, but instead? here lies a breast  hah",2
whoops...  not  in my last tweet,2
3am i still cant sleep,2
Friday tubes at work are slow..,2
 ... i hate it so much.,2
DAM i wish cElEbs cOuld frikken fOLLow baaaaaaaaaaackkkkkkkk,2
